Ідентифікатор позиції товару,Назва,Імовірність отримати кліки,Мітка фіду,Мова,Статус товару,Канали,Назва проблеми,Більше інформації про проблему,Тип трафіку,Країна,Серйозність проблеми
78525,Золота каблучка з діамантом коло «Хайді»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
78525,Золота каблучка з діамантом коло «Хайді»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
78525,Золота каблучка з діамантом коло «Хайді»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
78525,Золота каблучка з діамантом коло «Хайді»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
78525,Золота каблучка з діамантом коло «Хайді»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
86586,Золотое колье с бриллиантами круг «Кристи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
86586,Золотое колье с бриллиантами круг «Кристи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
86586,Золотое колье с бриллиантами круг «Кристи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
86586,Золотое колье с бриллиантами круг «Кристи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
86586,Золотое колье с бриллиантами круг «Кристи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
86586,Золотое колье с бриллиантами круг «Кристи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
77823,Золота каблучка з діамантом овал «Моніка»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
77823,Золота каблучка з діамантом овал «Моніка»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
77823,Золота каблучка з діамантом овал «Моніка»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
77823,Золота каблучка з діамантом овал «Моніка»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
77823,Золота каблучка з діамантом овал «Моніка»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
77823,Золота каблучка з діамантом овал «Моніка»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
83234,Золоті сережки кільця з діамантами «Габі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
83234,Золоті сережки кільця з діамантами «Габі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
83234,Золоті сережки кільця з діамантами «Габі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
83234,Золоті сережки кільця з діамантами «Габі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
83234,Золоті сережки кільця з діамантами «Габі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
83234,Золоті сережки кільця з діамантами «Габі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
86516,Золоте кольє з діамантами коло «Крісті»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
86516,Золоте кольє з діамантами коло «Крісті»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
86516,Золоте кольє з діамантами коло «Крісті»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
86516,Золоте кольє з діамантами коло «Крісті»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
86516,Золоте кольє з діамантами коло «Крісті»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
86516,Золоте кольє з діамантами коло «Крісті»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
85234,Золота підвіска з діамантом емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
85234,Золота підвіска з діамантом емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
85234,Золота підвіска з діамантом емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
85234,Золота підвіска з діамантом емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
85234,Золота підвіска з діамантом емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
85234,Золота підвіска з діамантом емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
89152,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
89152,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
89152,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
89152,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
89152,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
89152,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
86829,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
86829,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
86829,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
86829,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
86829,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
86829,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
84399,Золота каблучка доріжка з діамантами «Наомі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
84399,Золота каблучка доріжка з діамантами «Наомі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
84399,Золота каблучка доріжка з діамантами «Наомі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
84399,Золота каблучка доріжка з діамантами «Наомі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
84399,Золота каблучка доріжка з діамантами «Наомі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
84399,Золота каблучка доріжка з діамантами «Наомі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
83007,Золоті сережки з діамантами коло «Торі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
83007,Золоті сережки з діамантами коло «Торі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
83007,Золоті сережки з діамантами коло «Торі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
83007,Золоті сережки з діамантами коло «Торі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
83007,Золоті сережки з діамантами коло «Торі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
83007,Золоті сережки з діамантами коло «Торі»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
87539,Золотой браслет с бриллиантами круг «Орион»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
87539,Золотой браслет с бриллиантами круг «Орион»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
87539,Золотой браслет с бриллиантами круг «Орион»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
87539,Золотой браслет с бриллиантами круг «Орион»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
87539,Золотой браслет с бриллиантами круг «Орион»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
87539,Золотой браслет с бриллиантами круг «Орион»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
82146,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
82146,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
82146,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
82146,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
82146,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
82146,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
86827,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
86827,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
86827,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
86827,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
86827,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
86827,Золотий браслет з діамантами емеральд «Авері»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
82122,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
82122,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
82122,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
82122,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
82122,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
82122,Золотые серьги с бриллиантами круг «Белла»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
83260,Золотые серьги кольца с бриллиантами «Габи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
83260,Золотые серьги кольца с бриллиантами «Габи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
83260,Золотые серьги кольца с бриллиантами «Габи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
83260,Золотые серьги кольца с бриллиантами «Габи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
83260,Золотые серьги кольца с бриллиантами «Габи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
83260,Золотые серьги кольца с бриллиантами «Габи»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
67133,Золотое кольцо с бриллиантом овал «Венера»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
67133,Золотое кольцо с бриллиантом овал «Венера»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
67133,Золотое кольцо с бриллиантом овал «Венера»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
67133,Золотое кольцо с бриллиантом овал «Венера»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
67133,Золотое кольцо с бриллиантом овал «Венера»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
67133,Золотое кольцо с бриллиантом овал «Венера»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
79353,Золотое кольцо с бриллиантом овал «Роял»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
79353,Золотое кольцо с бриллиантом овал «Роял»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
79353,Золотое кольцо с бриллиантом овал «Роял»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
79353,Золотое кольцо с бриллиантом овал «Роял»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
79353,Золотое кольцо с бриллиантом овал «Роял»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
79353,Золотое кольцо с бриллиантом овал «Роял»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
89149,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
89149,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
89149,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Video Ads,Україна,SEVERITY_PENDING
89149,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
89149,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
89149,Золотое кольцо дорожка с бриллиантами груша «Флавия»,З’являться незабаром,RU,ru,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Local Organic Lite,Україна,SEVERITY_PENDING
82917,Золоті сережки з діамантами радіант «Саманта»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні","Інформація про товари, розміщена безкоштовно",Україна,SEVERITY_PENDING
82917,Золоті сережки з діамантами радіант «Саманта»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Оголошення в Покупках,Україна,SEVERITY_PENDING
82917,Золоті сережки з діамантами радіант «Саманта»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads Discover Surface,Україна,SEVERITY_PENDING
82917,Золоті сережки з діамантами радіант «Саманта»,З’являться незабаром,UA,uk,PENDING,"ONLINE,LOCAL",Не вдалося показати зображення,"Перш ніж з’явиться зображення товару, може минути 3 дні",Discovery Ads,Україна,SEVERITY_PENDING
